Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,,
1,07/09/2012,83.96,3.73,222.44,6.908,1,,
1,14/09/2012,74.97,3.72,222.58,6.908,0,,
1,21/09/2012,69.87,3.72,222.78,6.908,0,,
1,28/09/2012,76.08,3.67,222.98,6.908,0,,
1,05/10/2012,68.55,3.62,223.18,6.573,0,,
1,12/10/2012,62.99,3.60,223.38,6.573,0,,
1,19/10/2012,67.97,3.59,223.43,6.573,0,,
1,26/10/2012,69.16,3.51,223.44,6.573,0,,
1,02/11/2012,55.32,3.39,223.46,6.573,0,,
1,09/11/2012,61.24,3.31,223.48,6.573,0,,
1,16/11/2012,52.92,3.25,223.51,6.573,0,,
1,23/11/2012,56.23,3.21,223.56,6.573,1,,
1,30/11/2012,52.34,3.21,223.61,6.573,0,,
1,07/12/2012,64.12,3.20,223.66,6.573,0,,
1,14/12/2012,48.89,3.17,223.72,6.573,0,,
1,21/12/2012,56.02,3.10,223.84,6.573,0,,
1,28/12/2012,44.79,3.11,223.96,6.573,1,,
1,04/01/2013,41.73,3.16,224.08,6.525,0,,
1,11/01/2013,50.32,3.24,224.20,6.525,0,,
1,18/01/2013,42.92,3.24,224.24,6.525,0,,
1,25/01/2013,53.37,3.23,224.24,6.525,0,,
1,01/02/2013,56.46,3.24,224.24,6.525,0,,
1,08/02/2013,56.67,3.42,224.24,6.525,1,,
1,15/02/2013,49.66,3.48,224.28,6.525,0,,
1,22/02/2013,50.25,3.60,224.42,6.525,0,,
1,01/03/2013,48.01,3.71,224.56,6.525,0,,
1,08/03/2013,50.81,3.66,224.71,6.525,0,,
1,15/03/2013,55.33,3.62,224.84,6.525,0,,
1,22/03/2013,63.42,3.61,224.92,6.525,0,,
1,29/03/2013,51.00,3.61,225.00,6.525,0,,
1,05/04/2013,58.59,3.58,225.09,6.314,0,,
1,12/04/2013,62.72,3.53,225.17,6.314,0,,
1,19/04/2013,67.10,3.45,225.17,6.314,0,,
1,26/04/2013,59.23,3.42,225.17,6.314,0,,
1,03/05/2013,66.66,3.39,NULL,NULL,0,,
1,10/05/2013,63.90,3.39,NULL,NULL,0,,
1,17/05/2013,69.53,3.45,NULL,NULL,0,,
1,24/05/2013,77.19,3.49,NULL,NULL,0,,
1,31/05/2013,78.02,3.47,NULL,NULL,0,,
1,07/06/2013,76.44,3.44,NULL,NULL,0,,
1,14/06/2013,79.86,3.43,NULL,NULL,0,,
1,21/06/2013,81.35,3.48,NULL,NULL,0,,
1,28/06/2013,83.94,3.50,NULL,NULL,0,,
1,05/07/2013,79.85,3.42,NULL,NULL,0,,
1,12/07/2013,83.12,3.40,NULL,NULL,0,,
1,19/07/2013,79.26,3.56,NULL,NULL,0,,
1,26/07/2013,81.54,3.62,NULL,NULL,0,,
2,05/02/2010,40.19,2.57,210.75,8.324,0,,
2,12/02/2010,38.49,2.55,210.90,8.324,1,,
2,19/02/2010,39.69,2.51,210.95,8.324,0,,
2,26/02/2010,46.10,2.56,210.98,8.324,0,,
2,05/03/2010,47.17,2.63,211.01,8.324,0,,
2,12/03/2010,57.56,2.67,211.04,8.324,0,,
2,19/03/2010,54.52,2.72,210.87,8.324,0,,
2,26/03/2010,51.26,2.73,210.68,8.324,0,,
2,02/04/2010,63.27,2.72,210.48,8.200,0,,
2,09/04/2010,65.41,2.77,210.28,8.200,0,,
2,16/04/2010,68.07,2.81,210.15,8.200,0,,
2,23/04/2010,65.11,2.80,210.10,8.200,0,,
2,30/04/2010,66.98,2.78,210.05,8.200,0,,
2,07/05/2010,71.28,2.84,210.00,8.200,0,,
2,14/05/2010,73.31,2.85,210.00,8.200,0,,
2,21/05/2010,74.83,2.83,210.28,8.200,0,,
2,28/05/2010,81.13,2.76,210.56,8.200,0,,
2,04/06/2010,81.81,2.71,210.83,8.200,0,,
2,11/06/2010,83.40,2.67,211.11,8.200,0,,
2,18/06/2010,85.81,2.64,211.11,8.200,0,,
2,25/06/2010,86.26,2.65,211.00,8.200,0,,
2,02/07/2010,82.74,2.67,210.88,8.099,0,,
2,09/07/2010,82.59,2.64,210.77,8.099,0,,
2,16/07/2010,85.32,2.62,210.76,8.099,0,,
2,23/07/2010,87.66,2.61,210.89,8.099,0,,
2,30/07/2010,83.49,2.64,211.03,8.099,0,,
2,06/08/2010,89.53,2.63,211.16,8.099,0,,
2,13/08/2010,89.05,2.69,211.30,8.099,0,,
2,20/08/2010,88.70,2.66,211.26,8.099,0,,
2,27/08/2010,87.12,2.62,211.22,8.099,0,,
2,03/09/2010,81.83,2.58,211.19,8.099,0,,
2,10/09/2010,79.09,2.57,211.15,8.099,1,,
2,17/09/2010,82.05,2.58,211.18,8.099,0,,
2,24/09/2010,81.79,2.62,211.26,8.099,0,,
2,01/10/2010,69.24,2.60,211.33,8.163,0,,
2,08/10/2010,63.19,2.63,211.40,8.163,0,,
2,15/10/2010,65.80,2.72,211.47,8.163,0,,
2,22/10/2010,68.50,2.73,211.52,8.163,0,,
2,29/10/2010,66.24,2.72,211.57,8.163,0,,
2,05/11/2010,57.85,2.69,211.61,8.163,0,,
2,12/11/2010,59.69,2.73,211.66,8.163,0,,
2,19/11/2010,50.81,2.77,211.55,8.163,0,,
2,26/11/2010,62.98,2.74,211.41,8.163,1,,
2,03/12/2010,49.33,2.71,211.27,8.163,0,,
2,10/12/2010,45.50,2.84,211.12,8.163,0,,
2,17/12/2010,47.55,2.87,211.06,8.163,0,,
2,24/12/2010,49.97,2.89,211.06,8.163,0,,
2,31/12/2010,47.30,2.94,211.06,8.163,1,,
2,07/01/2011,44.69,2.98,211.06,8.028,0,,
2,14/01/2011,33.02,2.98,211.12,8.028,0,,
2,21/01/2011,41.40,3.02,211.49,8.028,0,,
2,28/01/2011,42.83,3.01,211.86,8.028,0,,
2,04/02/2011,38.25,2.99,212.22,8.028,0,,
2,11/02/2011,33.19,3.02,212.59,8.028,1,,
2,18/02/2011,57.83,3.05,212.90,8.028,0,,
2,25/02/2011,60.80,3.07,213.19,8.028,0,,
2,04/03/2011,57.77,3.29,213.48,8.028,0,,
2,11/03/2011,52.70,3.46,213.76,8.028,0,,
2,18/03/2011,62.32,3.49,214.02,8.028,0,,
2,25/03/2011,69.42,3.47,214.25,8.028,0,,
2,01/04/2011,55.43,3.52,214.49,7.931,0,,
2,08/04/2011,67.00,3.62,214.73,7.931,0,,
2,15/04/2011,69.48,3.74,214.94,7.931,0,,
2,22/04/2011,69.39,3.81,215.11,7.931,0,,
2,29/04/2011,69.21,3.81,215.28,7.931,0,,
2,06/05/2011,61.48,3.91,215.44,7.931,0,,
2,13/05/2011,74.61,3.90,215.61,7.931,0,,
2,20/05/2011,67.14,3.91,215.38,7.931,0,,
2,27/05/2011,76.42,3.79,215.15,7.931,0,,
2,03/06/2011,83.07,3.70,214.93,7.931,0,,
2,10/06/2011,83.40,3.65,214.70,7.931,0,,
2,17/06/2011,86.53,3.64,214.65,7.931,0,,
2,24/06/2011,85.17,3.59,214.74,7.931,0,,
2,01/07/2011,85.69,3.52,214.84,7.852,0,,
2,08/07/2011,87.70,3.48,214.93,7.852,0,,
2,15/07/2011,89.83,3.58,215.01,7.852,0,,
2,22/07/2011,89.34,3.65,215.07,7.852,0,,
2,29/07/2011,90.07,3.68,215.14,7.852,0,,
2,05/08/2011,93.34,3.68,215.20,7.852,0,,
2,12/08/2011,91.58,3.64,215.26,7.852,0,,
2,19/08/2011,89.86,3.55,215.32,7.852,0,,
2,26/08/2011,90.45,3.52,215.39,7.852,0,,
2,02/09/2011,89.64,3.53,215.45,7.852,0,,
2,09/09/2011,77.97,3.55,215.51,7.852,1,,
2,16/09/2011,78.85,3.53,215.69,7.852,0,,
2,23/09/2011,75.58,3.47,216.03,7.852,0,,
2,30/09/2011,78.14,3.36,216.36,7.852,0,,
2,07/10/2011,69.92,3.29,216.70,7.441,0,,
2,14/10/2011,71.67,3.27,217.00,7.441,0,,
2,21/10/2011,64.53,3.35,217.17,7.441,0,,
2,28/10/2011,65.87,3.37,217.33,7.441,0,,
2,04/11/2011,55.53,3.33,217.49,7.441,0,,
2,11/11/2011,59.33,3.30,217.65,7.441,0,,
2,18/11/2011,62.01,3.31,217.87,7.441,0,,
2,25/11/2011,56.36,3.24,218.11,7.441,1,,
2,02/12/2011,48.74,3.17,218.36,7.441,0,,
2,09/12/2011,41.76,3.16,218.61,7.441,0,,
2,16/12/2011,50.13,3.16,218.82,7.441,0,,
2,23/12/2011,46.66,3.11,219.00,7.441,0,,
2,30/12/2011,44.57,3.13,219.18,7.441,1,,
2,06/01/2012,46.75,3.16,219.36,7.057,0,,
2,13/01/2012,45.99,3.26,219.53,7.057,0,,
2,20/01/2012,51.70,3.27,219.63,7.057,0,,
2,27/01/2012,50.50,3.29,219.72,7.057,0,,
2,03/02/2012,55.21,3.36,219.81,7.057,0,,
2,10/02/2012,46.98,3.41,219.90,7.057,1,,
2,17/02/2012,43.82,3.51,220.07,7.057,0,,
2,24/02/2012,54.63,3.56,220.28,7.057,0,,
2,02/03/2012,58.79,3.63,220.49,7.057,0,,
2,09/03/2012,57.11,3.67,220.70,7.057,0,,
2,16/03/2012,63.68,3.73,220.85,7.057,0,,
2,23/03/2012,64.01,3.79,220.92,7.057,0,,
2,30/03/2012,66.83,3.85,221.00,7.057,0,,
2,06/04/2012,68.43,3.89,221.07,6.891,0,,
2,13/04/2012,68.08,3.89,221.15,6.891,0,,
2,20/04/2012,65.69,3.88,221.20,6.891,0,,
2,27/04/2012,67.20,3.81,221.26,6.891,0,,
2,04/05/2012,76.73,3.75,221.31,6.891,0,,
2,11/05/2012,73.87,3.69,221.36,6.891,0,,
2,18/05/2012,71.27,3.63,221.38,6.891,0,,
2,25/05/2012,78.19,3.56,221.38,6.891,0,,
2,01/06/2012,78.38,3.50,221.39,6.891,0,,
2,08/06/2012,78.69,3.45,221.39,6.891,0,,
2,15/06/2012,80.56,3.39,221.40,6.891,0,,
2,22/06/2012,81.04,3.35,221.44,6.891,0,,
2,29/06/2012,86.32,3.29,221.48,6.891,0,,
2,06/07/2012,84.20,3.23,221.52,6.565,0,,
2,13/07/2012,80.17,3.26,221.56,6.565,0,,
2,20/07/2012,83.23,3.31,221.57,6.565,0,,
2,27/07/2012,86.37,3.41,221.58,6.565,0,,
2,03/08/2012,90.22,3.42,221.59,6.565,0,,
2,10/08/2012,88.55,3.49,221.60,6.565,0,,
2,17/08/2012,84.79,3.57,221.68,6.565,0,,
2,24/08/2012,76.91,3.62,221.81,6.565,0,,
2,31/08/2012,82.64,3.64,221.94,6.565,0,,
2,07/09/2012,87.65,3.73,222.07,6.565,1,,
2,14/09/2012,75.88,3.72,222.22,6.565,0,,
2,21/09/2012,71.09,3.72,222.42,6.565,0,,
2,28/09/2012,79.45,3.67,222.62,6.565,0,,
2,05/10/2012,70.27,3.62,222.82,6.170,0,,
2,12/10/2012,60.97,3.60,223.02,6.170,0,,
2,19/10/2012,68.08,3.59,223.06,6.170,0,,
2,26/10/2012,69.79,3.51,223.08,6.170,0,,
2,02/11/2012,56.40,3.39,223.10,6.170,0,,
2,09/11/2012,61.90,3.31,223.12,6.170,0,,
2,16/11/2012,52.72,3.25,223.15,6.170,0,,
2,23/11/2012,58.06,3.21,223.20,6.170,1,,
2,30/11/2012,52.64,3.21,223.24,6.170,0,,
2,07/12/2012,64.19,3.20,223.29,6.170,0,,
2,14/12/2012,47.69,3.17,223.35,6.170,0,,
2,21/12/2012,55.14,3.10,223.47,6.170,0,,
2,28/12/2012,41.56,3.11,223.59,6.170,1,,
2,04/01/2013,39.12,3.16,223.71,6.237,0,,
2,11/01/2013,47.42,3.24,223.83,6.237,0,,
2,18/01/2013,40.98,3.24,223.87,6.237,0,,
2,25/01/2013,51.33,3.23,223.87,6.237,0,,
2,01/02/2013,54.75,3.24,223.87,6.237,0,,
2,08/02/2013,56.08,3.42,223.87,6.237,1,,
2,15/02/2013,48.92,3.48,223.91,6.237,0,,
2,22/02/2013,48.16,3.60,224.05,6.237,0,,
2,01/03/2013,46.08,3.71,224.20,6.237,0,,
2,08/03/2013,51.12,3.66,224.34,6.237,0,,
2,15/03/2013,55.14,3.62,224.47,6.237,0,,
2,22/03/2013,59.97,3.61,224.55,6.237,0,,
2,29/03/2013,50.54,3.61,224.64,6.237,0,,
2,05/04/2013,58.30,3.58,224.72,6.112,0,,
2,12/04/2013,61.23,3.53,224.80,6.112,0,,
2,19/04/2013,67.05,3.45,224.80,6.112,0,,
2,26/04/2013,58.13,3.42,224.80,6.112,0,,
2,03/05/2013,65.26,3.39,NULL,NULL,0,,
2,10/05/2013,63.51,3.39,NULL,NULL,0,,
2,17/05/2013,70.55,3.45,NULL,NULL,0,,
2,24/05/2013,76.83,3.49,NULL,NULL,0,,
2,31/05/2013,78.05,3.47,NULL,NULL,0,,
2,07/06/2013,76.20,3.44,NULL,NULL,0,,
2,14/06/2013,80.91,3.43,NULL,NULL,0,,
2,21/06/2013,81.11,3.48,NULL,NULL,0,,
2,28/06/2013,85.37,3.50,NULL,NULL,0,,
2,05/07/2013,79.48,3.42,NULL,NULL,0,,
2,12/07/2013,85.41,3.40,NULL,NULL,0,,
2,19/07/2013,79.16,3.56,NULL,NULL,0,,
2,26/07/2013,83.17,3.62,NULL,NULL,0,,
3,05/02/2010,45.71,2.57,214.42,7.368,0,,
3,12/02/2010,47.93,2.55,214.57,7.368,1,,
3,19/02/2010,47.07,2.51,214.62,7.368,0,,
3,26/02/2010,52.05,2.56,214.65,7.368,0,,
3,05/03/2010,53.04,2.63,214.68,7.368,0,,
3,12/03/2010,63.08,2.67,214.70,7.368,0,,
3,19/03/2010,60.42,2.72,214.53,7.368,0,,
3,26/03/2010,57.06,2.73,214.32,7.368,0,,
3,02/04/2010,65.56,2.72,214.12,7.343,0,,
3,09/04/2010,68.00,2.77,213.91,7.343,0,,
3,16/04/2010,66.98,2.81,213.77,7.343,0,,
3,23/04/2010,67.87,2.80,213.72,7.343,0,,
3,30/04/2010,70.24,2.78,213.67,7.343,0,,
3,07/05/2010,73.47,2.84,213.62,7.343,0,,
3,14/05/2010,77.18,2.85,213.62,7.343,0,,
3,21/05/2010,75.81,2.83,213.91,7.343,0,,
3,28/05/2010,78.60,2.76,214.20,7.343,0,,
3,04/06/2010,78.53,2.71,214.50,7.343,0,,
3,11/06/2010,82.10,2.67,214.79,7.343,0,,
3,18/06/2010,83.52,2.64,214.79,7.343,0,,
3,25/06/2010,83.79,2.65,214.67,7.343,0,,
3,02/07/2010,82.20,2.67,214.55,7.346,0,,
3,09/07/2010,81.75,2.64,214.43,7.346,0,,
3,16/07/2010,84.32,2.62,214.42,7.346,0,,
3,23/07/2010,83.32,2.61,214.56,7.346,0,,
3,30/07/2010,82.04,2.64,214.70,7.346,0,,
3,06/08/2010,85.13,2.63,214.83,7.346,0,,
3,13/08/2010,86.74,2.69,214.97,7.346,0,,
3,20/08/2010,88.02,2.66,214.93,7.346,0,,
3,27/08/2010,86.15,2.62,214.89,7.346,0,,
3,03/09/2010,84.16,2.58,214.85,7.346,0,,
3,10/09/2010,80.84,2.57,214.81,7.346,1,,
3,17/09/2010,82.36,2.58,214.83,7.346,0,,
3,24/09/2010,76.90,2.62,214.91,7.346,0,,
3,01/10/2010,73.60,2.60,214.98,7.564,0,,
3,08/10/2010,66.99,2.63,215.06,7.564,0,,
3,15/10/2010,69.71,2.72,215.13,7.564,0,,
3,22/10/2010,71.64,2.73,215.18,7.564,0,,
3,29/10/2010,72.04,2.72,215.23,7.564,0,,
3,05/11/2010,62.94,2.69,215.28,7.564,0,,
3,12/11/2010,62.79,2.73,215.33,7.564,0,,
3,19/11/2010,57.72,2.77,215.21,7.564,0,,
3,26/11/2010,68.71,2.74,215.06,7.564,1,,
3,03/12/2010,53.76,2.71,214.92,7.564,0,,
3,10/12/2010,51.13,2.84,214.77,7.564,0,,
3,17/12/2010,52.20,2.87,214.70,7.564,0,,
3,24/12/2010,57.16,2.89,214.70,7.564,0,,
3,31/12/2010,53.20,2.94,214.70,7.564,1,,
3,07/01/2011,53.35,2.98,214.70,7.551,0,,
3,14/01/2011,44.76,2.98,214.75,7.551,0,,
3,21/01/2011,50.74,3.02,215.13,7.551,0,,
3,28/01/2011,48.71,3.01,215.51,7.551,0,,
3,04/02/2011,45.95,2.99,215.89,7.551,0,,
3,11/02/2011,43.57,3.02,216.27,7.551,1,,
3,18/02/2011,61.58,3.05,216.58,7.551,0,,
3,25/02/2011,67.40,3.07,216.88,7.551,0,,
3,04/03/2011,65.11,3.29,217.17,7.551,0,,
3,11/03/2011,61.29,3.46,217.47,7.551,0,,
3,18/03/2011,69.47,3.49,217.72,7.551,0,,
3,25/03/2011,72.94,3.47,217.97,7.551,0,,
3,01/04/2011,68.76,3.52,218.21,7.574,0,,
3,08/04/2011,72.55,3.62,218.46,7.574,0,,
3,15/04/2011,75.88,3.74,218.68,7.574,0,,
3,22/04/2011,76.91,3.81,218.85,7.574,0,,
3,29/04/2011,78.69,3.81,219.02,7.574,0,,
3,06/05/2011,69.45,3.91,219.20,7.574,0,,
3,13/05/2011,79.87,3.90,219.37,7.574,0,,
3,20/05/2011,75.79,3.91,219.13,7.574,0,,
3,27/05/2011,84.41,3.79,218.89,7.574,0,,
3,03/06/2011,84.29,3.70,218.64,7.574,0,,
3,10/06/2011,84.84,3.65,218.40,7.574,0,,
3,17/06/2011,86.96,3.64,218.36,7.574,0,,
3,24/06/2011,84.94,3.59,218.45,7.574,0,,
3,01/07/2011,85.10,3.52,218.55,7.567,0,,
3,08/07/2011,85.38,3.48,218.64,7.567,0,,
3,15/07/2011,87.14,3.58,218.73,7.567,0,,
3,22/07/2011,86.19,3.65,218.79,7.567,0,,
3,29/07/2011,88.07,3.68,218.84,7.567,0,,
3,05/08/2011,88.45,3.68,218.90,7.567,0,,
3,12/08/2011,88.88,3.64,218.96,7.567,0,,
3,19/08/2011,88.44,3.55,219.02,7.567,0,,
3,26/08/2011,87.67,3.52,219.09,7.567,0,,
3,02/09/2011,89.12,3.53,219.15,7.567,0,,
3,09/09/2011,81.72,3.55,219.21,7.567,1,,
3,16/09/2011,83.63,3.53,219.40,7.567,0,,
3,23/09/2011,80.19,3.47,219.74,7.567,0,,
3,30/09/2011,82.58,3.36,220.09,7.567,0,,
3,07/10/2011,75.54,3.29,220.43,7.197,0,,
3,14/10/2011,73.75,3.27,220.75,7.197,0,,
3,21/10/2011,69.03,3.35,220.91,7.197,0,,
3,28/10/2011,71.04,3.37,221.08,7.197,0,,
3,04/11/2011,59.31,3.33,221.25,7.197,0,,
3,11/11/2011,61.70,3.30,221.41,7.197,0,,
3,18/11/2011,63.91,3.31,221.64,7.197,0,,
3,25/11/2011,68.00,3.24,221.90,7.197,1,,
3,02/12/2011,54.97,3.17,222.16,7.197,0,,
3,09/12/2011,49.26,3.16,222.42,7.197,0,,
3,16/12/2011,57.95,3.16,222.64,7.197,0,,
3,23/12/2011,53.41,3.11,222.83,7.197,0,,
3,30/12/2011,48.29,3.13,223.01,7.197,1,,
3,06/01/2012,52.42,3.16,223.19,6.833,0,,
3,13/01/2012,51.86,3.26,223.38,6.833,0,,
3,20/01/2012,56.20,3.27,223.47,6.833,0,,
3,27/01/2012,58.06,3.29,223.56,6.833,0,,
3,03/02/2012,59.33,3.36,223.66,6.833,0,,
3,10/02/2012,51.65,3.41,223.75,6.833,1,,
3,17/02/2012,52.39,3.51,223.92,6.833,0,,
3,24/02/2012,60.12,3.56,224.13,6.833,0,,
3,02/03/2012,61.65,3.63,224.35,6.833,0,,
3,09/03/2012,60.71,3.67,224.56,6.833,0,,
3,16/03/2012,64.00,3.73,224.72,6.833,0,,
3,23/03/2012,66.53,3.79,224.79,6.833,0,,
3,30/03/2012,69.36,3.85,224.87,6.833,0,,
3,06/04/2012,73.01,3.89,224.94,6.664,0,,
3,13/04/2012,72.83,3.89,225.01,6.664,0,,
3,20/04/2012,72.05,3.88,225.07,6.664,0,,
