Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
1,23/11/2012,56.23,3.21,223.56,6.573,1
1,30/11/2012,52.34,3.21,223.61,6.573,0
1,07/12/2012,64.12,3.20,223.66,6.573,0
1,14/12/2012,48.89,3.17,223.72,6.573,0
1,21/12/2012,56.02,3.10,223.84,6.573,0
1,28/12/2012,44.79,3.11,223.96,6.573,1
1,04/01/2013,41.73,3.16,224.08,6.525,0
1,11/01/2013,50.32,3.24,224.20,6.525,0
1,18/01/2013,42.92,3.24,224.24,6.525,0
1,25/01/2013,53.37,3.23,224.24,6.525,0
1,01/02/2013,56.46,3.24,224.24,6.525,0
1,08/02/2013,56.67,3.42,224.24,6.525,1
1,15/02/2013,49.66,3.48,224.28,6.525,0
1,22/02/2013,50.25,3.60,224.42,6.525,0
1,01/03/2013,48.01,3.71,224.56,6.525,0
1,08/03/2013,50.81,3.66,224.71,6.525,0
1,15/03/2013,55.33,3.62,224.84,6.525,0
1,22/03/2013,63.42,3.61,224.92,6.525,0
1,29/03/2013,51,3.61,225.00,6.525,0
1,05/04/2013,58.59,3.58,225.09,6.314,0
1,12/04/2013,62.72,3.53,225.17,6.314,0
1,19/04/2013,67.1,3.45,225.17,6.314,0
1,26/04/2013,59.23,3.42,225.17,6.314,0
1,03/05/2013,66.66,3.39,,,0
1,10/05/2013,63.9,3.39,,,0
1,17/05/2013,69.53,3.45,,,0
1,24/05/2013,77.19,3.49,,,0
1,31/05/2013,78.02,3.47,,,0
1,07/06/2013,76.44,3.44,,,0
1,14/06/2013,79.86,3.43,,,0
1,21/06/2013,81.35,3.48,,,0
1,28/06/2013,83.94,3.50,,,0
1,05/07/2013,79.85,3.42,,,0
1,12/07/2013,83.12,3.40,,,0
1,19/07/2013,79.26,3.56,,,0
1,26/07/2013,81.54,3.62,,,0
2,05/02/2010,40.19,2.57,210.7526053,8.324,0
2,12/02/2010,38.49,2.55,210.8979935,8.324,1
2,19/02/2010,39.69,2.51,210.9451605,8.324,0
2,26/02/2010,46.1,2.56,210.9759573,8.324,0
2,05/03/2010,47.17,2.63,211.0067542,8.324,0
2,12/03/2010,57.56,2.67,211.037551,8.324,0
2,19/03/2010,54.52,2.72,210.8733316,8.324,0
2,26/03/2010,51.26,2.73,210.6766095,8.324,0
2,02/04/2010,63.27,2.72,210.4798874,8.2,0
2,09/04/2010,65.41,2.77,210.2831653,8.2,0
2,16/04/2010,68.07,2.81,210.1495463,8.2,0
2,23/04/2010,65.11,2.80,210.1000648,8.2,0
2,30/04/2010,66.98,2.78,210.0505833,8.2,0
2,07/05/2010,71.28,2.84,210.0011018,8.2,0
2,14/05/2010,73.31,2.85,209.9984585,8.2,0
2,21/05/2010,74.83,2.83,210.2768443,8.2,0
2,28/05/2010,81.13,2.76,210.5552301,8.2,0
2,04/06/2010,81.81,2.71,210.833616,8.2,0
2,11/06/2010,83.4,2.67,211.1120018,8.2,0
2,18/06/2010,85.81,2.64,211.1096543,8.2,0
2,25/06/2010,86.26,2.65,210.9950134,8.2,0
2,02/07/2010,82.74,2.67,210.8803726,8.099,0
2,09/07/2010,82.59,2.64,210.7657317,8.099,0
2,16/07/2010,85.32,2.62,210.7577954,8.099,0
2,23/07/2010,87.66,2.61,210.8921319,8.099,0
2,30/07/2010,83.49,2.64,211.0264684,8.099,0
2,06/08/2010,89.53,2.63,211.1608049,8.099,0
2,13/08/2010,89.05,2.69,211.2951413,8.099,0
2,20/08/2010,88.7,2.66,211.2596586,8.099,0
2,27/08/2010,87.12,2.62,211.2241759,8.099,0
2,03/09/2010,81.83,2.58,211.1886931,8.099,0
2,10/09/2010,79.09,2.57,211.1532104,8.099,1
2,17/09/2010,82.05,2.58,211.1806415,8.099,0
2,24/09/2010,81.79,2.62,211.2552578,8.099,0
2,01/10/2010,69.24,2.60,211.3298742,8.163,0
2,08/10/2010,63.19,2.63,211.4044906,8.163,0
2,15/10/2010,65.8,2.72,211.4713286,8.163,0
2,22/10/2010,68.5,2.73,211.5187208,8.163,0
2,29/10/2010,66.24,2.72,211.5661131,8.163,0
2,05/11/2010,57.85,2.69,211.6135053,8.163,0
2,12/11/2010,59.69,2.73,211.6608975,8.163,0
2,19/11/2010,50.81,2.77,211.5470304,8.163,0
2,26/11/2010,62.98,2.74,211.4062867,8.163,1
2,03/12/2010,49.33,2.71,211.265543,8.163,0
2,10/12/2010,45.5,2.84,211.1247993,8.163,0
2,17/12/2010,47.55,2.87,211.0645458,8.163,0
2,24/12/2010,49.97,2.89,211.0646599,8.163,0
2,31/12/2010,47.3,2.94,211.064774,8.163,1
2,07/01/2011,44.69,2.98,211.0648881,8.028,0
2,14/01/2011,33.02,2.98,211.1176713,8.028,0
2,21/01/2011,41.4,3.02,211.4864691,8.028,0
2,28/01/2011,42.83,3.01,211.8552668,8.028,0
2,04/02/2011,38.25,2.99,212.2240646,8.028,0
2,11/02/2011,33.19,3.02,212.5928624,8.028,1
2,18/02/2011,57.83,3.05,212.9033115,8.028,0
2,25/02/2011,60.8,3.07,213.190421,8.028,0
2,04/03/2011,57.77,3.29,213.4775305,8.028,0
2,11/03/2011,52.7,3.46,213.7646401,8.028,0
2,18/03/2011,62.32,3.49,214.0156238,8.028,0
2,25/03/2011,69.42,3.47,214.2521573,8.028,0
2,01/04/2011,55.43,3.52,214.4886908,7.931,0
2,08/04/2011,67,3.62,214.7252242,7.931,0
2,15/04/2011,69.48,3.74,214.9420631,7.931,0
2,22/04/2011,69.39,3.81,215.1096657,7.931,0
2,29/04/2011,69.21,3.81,215.2772683,7.931,0
2,06/05/2011,61.48,3.91,215.4448709,7.931,0
2,13/05/2011,74.61,3.90,215.6124735,7.931,0
2,20/05/2011,67.14,3.91,215.3834778,7.931,0
2,27/05/2011,76.42,3.79,215.1544822,7.931,0
2,03/06/2011,83.07,3.70,214.9254865,7.931,0
2,10/06/2011,83.4,3.65,214.6964908,7.931,0
2,17/06/2011,86.53,3.64,214.6513538,7.931,0
2,24/06/2011,85.17,3.59,214.7441108,7.931,0
2,01/07/2011,85.69,3.52,214.8368678,7.852,0
2,08/07/2011,87.7,3.48,214.9296249,7.852,0
2,15/07/2011,89.83,3.58,215.0134426,7.852,0
2,22/07/2011,89.34,3.65,215.0749122,7.852,0
2,29/07/2011,90.07,3.68,215.1363819,7.852,0
2,05/08/2011,93.34,3.68,215.1978515,7.852,0
2,12/08/2011,91.58,3.64,215.2593211,7.852,0
2,19/08/2011,89.86,3.55,215.3229307,7.852,0
2,26/08/2011,90.45,3.52,215.386897,7.852,0
2,02/09/2011,89.64,3.53,215.4508632,7.852,0
2,09/09/2011,77.97,3.55,215.5148295,7.852,1
2,16/09/2011,78.85,3.53,215.6944378,7.852,0
2,23/09/2011,75.58,3.47,216.0282356,7.852,0
2,30/09/2011,78.14,3.36,216.3620333,7.852,0
2,07/10/2011,69.92,3.29,216.6958311,7.441,0
2,14/10/2011,71.67,3.27,217.0048261,7.441,0
2,21/10/2011,64.53,3.35,217.1650042,7.441,0
2,28/10/2011,65.87,3.37,217.3251824,7.441,0
2,04/11/2011,55.53,3.33,217.4853605,7.441,0
2,11/11/2011,59.33,3.30,217.6455387,7.441,0
2,18/11/2011,62.01,3.31,217.8670218,7.441,0
2,25/11/2011,56.36,3.24,218.1130269,7.441,1
2,02/12/2011,48.74,3.17,218.3590319,7.441,0
2,09/12/2011,41.76,3.16,218.605037,7.441,0
2,16/12/2011,50.13,3.16,218.8217928,7.441,0
2,23/12/2011,46.66,3.11,218.9995495,7.441,0
2,30/12/2011,44.57,3.13,219.1773063,7.441,1
2,06/01/2012,46.75,3.16,219.355063,7.057,0
2,13/01/2012,45.99,3.26,219.5328198,7.057,0
2,20/01/2012,51.7,3.27,219.6258417,7.057,0
2,27/01/2012,50.5,3.29,219.7188636,7.057,0
2,03/02/2012,55.21,3.36,219.8118854,7.057,0
2,10/02/2012,46.98,3.41,219.9049073,7.057,1
2,17/02/2012,43.82,3.51,220.0651993,7.057,0
2,24/02/2012,54.63,3.56,220.275944,7.057,0
2,02/03/2012,58.79,3.63,220.4866886,7.057,0
2,09/03/2012,57.11,3.67,220.6974332,7.057,0
2,16/03/2012,63.68,3.73,220.8498468,7.057,0
2,23/03/2012,64.01,3.79,220.9244858,7.057,0
2,30/03/2012,66.83,3.85,220.9991248,7.057,0
2,06/04/2012,68.43,3.89,221.0737638,6.891,0
2,13/04/2012,68.08,3.89,221.1484028,6.891,0
2,20/04/2012,65.69,3.88,221.2021074,6.891,0
2,27/04/2012,67.2,3.81,221.255812,6.891,0
2,04/05/2012,76.73,3.75,221.3095166,6.891,0
2,11/05/2012,73.87,3.69,221.3632212,6.891,0
2,18/05/2012,71.27,3.63,221.380331,6.891,0
2,25/05/2012,78.19,3.56,221.3828029,6.891,0
2,01/06/2012,78.38,3.50,221.3852748,6.891,0
2,08/06/2012,78.69,3.45,221.3877467,6.891,0
2,15/06/2012,80.56,3.39,221.4009901,6.891,0
2,22/06/2012,81.04,3.35,221.4411622,6.891,0
2,29/06/2012,86.32,3.29,221.4813343,6.891,0
2,06/07/2012,84.2,3.23,221.5215064,6.565,0
2,13/07/2012,80.17,3.26,221.5616784,6.565,0
2,20/07/2012,83.23,3.31,221.5701123,6.565,0
2,27/07/2012,86.37,3.41,221.5785461,6.565,0
2,03/08/2012,90.22,3.42,221.5869799,6.565,0
2,10/08/2012,88.55,3.49,221.5954138,6.565,0
2,17/08/2012,84.79,3.57,221.6751459,6.565,0
2,24/08/2012,76.91,3.62,221.8083518,6.565,0
2,31/08/2012,82.64,3.64,221.9415576,6.565,0
2,07/09/2012,87.65,3.73,222.0747635,6.565,1
2,14/09/2012,75.88,3.72,222.2174395,6.565,0
2,21/09/2012,71.09,3.72,222.4169362,6.565,0
2,28/09/2012,79.45,3.67,222.6164329,6.565,0
2,05/10/2012,70.27,3.62,222.8159296,6.17,0
2,12/10/2012,60.97,3.60,223.0154263,6.17,0
2,19/10/2012,68.08,3.59,223.0598077,6.17,0
2,26/10/2012,69.79,3.51,223.0783366,6.17,0
2,02/11/2012,56.4,3.39,223.0968655,6.17,0
2,09/11/2012,61.9,3.31,223.1153944,6.17,0
2,16/11/2012,52.72,3.25,223.1469028,6.17,0
2,23/11/2012,58.06,3.21,223.1957173,6.17,1
2,30/11/2012,52.64,3.21,223.2445318,6.17,0
2,07/12/2012,64.19,3.20,223.2933463,6.17,0
2,14/12/2012,47.69,3.17,223.3523969,6.17,0
2,21/12/2012,55.14,3.10,223.4728642,6.17,0
2,28/12/2012,41.56,3.11,223.5933316,6.17,1
2,04/01/2013,39.12,3.16,223.7137989,6.237,0
2,11/01/2013,47.42,3.24,223.8342663,6.237,0
2,18/01/2013,40.98,3.24,223.86882,6.237,0
2,25/01/2013,51.33,3.23,223.8690083,6.237,0
2,01/02/2013,54.75,3.24,223.8691966,6.237,0
2,08/02/2013,56.08,3.42,223.8693849,6.237,1
2,15/02/2013,48.92,3.48,223.9106714,6.237,0
2,22/02/2013,48.16,3.60,224.0547032,6.237,0
2,01/03/2013,46.08,3.71,224.198735,6.237,0
2,08/03/2013,51.12,3.66,224.3427668,6.237,0
2,15/03/2013,55.14,3.62,224.469439,6.237,0
2,22/03/2013,59.97,3.61,224.5527121,6.237,0
2,29/03/2013,50.54,3.61,224.6359852,6.237,0
2,05/04/2013,58.3,3.58,224.7192583,6.112,0
2,12/04/2013,61.23,3.53,224.8025314,6.112,0
2,19/04/2013,67.05,3.45,224.8025314,6.112,0
2,26/04/2013,58.13,3.42,224.8025314,6.112,0
2,03/05/2013,65.26,3.39,,,0
2,10/05/2013,63.51,3.39,,,0
2,17/05/2013,70.55,3.45,,,0
2,24/05/2013,76.83,3.49,,,0
2,31/05/2013,78.05,3.47,,,0
2,07/06/2013,76.2,3.44,,,0
2,14/06/2013,80.91,3.43,,,0
2,21/06/2013,81.11,3.48,,,0
2,28/06/2013,85.37,3.50,,,0
2,05/07/2013,79.48,3.42,,,0
2,12/07/2013,85.41,3.40,,,0
2,19/07/2013,79.16,3.56,,,0
2,26/07/2013,83.17,3.62,,,0
3,05/02/2010,45.71,2.57,214.4248812,7.368,0
3,12/02/2010,47.93,2.55,214.5747916,7.368,1
3,19/02/2010,47.07,2.51,214.6198868,7.368,0
3,26/02/2010,52.05,2.56,214.6475127,7.368,0
3,05/03/2010,53.04,2.63,214.6751386,7.368,0
3,12/03/2010,63.08,2.67,214.7027646,7.368,0
3,19/03/2010,60.42,2.72,214.5301219,7.368,0
3,26/03/2010,57.06,2.73,214.3241011,7.368,0
3,02/04/2010,65.56,2.72,214.1180803,7.343,0
3,09/04/2010,68,2.77,213.9120595,7.343,0
3,16/04/2010,66.98,2.81,213.7726889,7.343,0
3,23/04/2010,67.87,2.80,213.7221852,7.343,0
3,30/04/2010,70.24,2.78,213.6716815,7.343,0
3,07/05/2010,73.47,2.84,213.6211778,7.343,0
3,14/05/2010,77.18,2.85,213.6196139,7.343,0
3,21/05/2010,75.81,2.83,213.9116886,7.343,0
3,28/05/2010,78.6,2.76,214.2037634,7.343,0
3,04/06/2010,78.53,2.71,214.4958382,7.343,0
3,11/06/2010,82.1,2.67,214.787913,7.343,0
3,18/06/2010,83.52,2.64,214.7858259,7.343,0
3,25/06/2010,83.79,2.65,214.6660741,7.343,0
3,02/07/2010,82.2,2.67,214.5463222,7.346,0
3,09/07/2010,81.75,2.64,214.4265704,7.346,0
3,16/07/2010,84.32,2.62,214.4176476,7.346,0
3,23/07/2010,83.32,2.61,214.5564968,7.346,0
3,30/07/2010,82.04,2.64,214.695346,7.346,0
3,06/08/2010,85.13,2.63,214.8341952,7.346,0
3,13/08/2010,86.74,2.69,214.9730444,7.346,0
3,20/08/2010,88.02,2.66,214.9314191,7.346,0
3,27/08/2010,86.15,2.62,214.8897938,7.346,0
3,03/09/2010,84.16,2.58,214.8481685,7.346,0
3,10/09/2010,80.84,2.57,214.8065431,7.346,1
3,17/09/2010,82.36,2.58,214.8322484,7.346,0
3,24/09/2010,76.9,2.62,214.9084516,7.346,0
3,01/10/2010,73.6,2.60,214.9846548,7.564,0
3,08/10/2010,66.99,2.63,215.060858,7.564,0
3,15/10/2010,69.71,2.72,215.1293114,7.564,0
3,22/10/2010,71.64,2.73,215.17839,7.564,0
3,29/10/2010,72.04,2.72,215.2274686,7.564,0
3,05/11/2010,62.94,2.69,215.2765472,7.564,0
3,12/11/2010,62.79,2.73,215.3256258,7.564,0
3,19/11/2010,57.72,2.77,215.2074519,7.564,0
3,26/11/2010,68.71,2.74,215.0614025,7.564,1
3,03/12/2010,53.76,2.71,214.9153531,7.564,0
3,10/12/2010,51.13,2.84,214.7693037,7.564,0
3,17/12/2010,52.2,2.87,214.704919,7.564,0
3,24/12/2010,57.16,2.89,214.7017828,7.564,0
3,31/12/2010,53.2,2.94,214.6986466,7.564,1
3,07/01/2011,53.35,2.98,214.6955104,7.551,0
3,14/01/2011,44.76,2.98,214.7470729,7.551,0
3,21/01/2011,50.74,3.02,215.1268275,7.551,0
3,28/01/2011,48.71,3.01,215.5065821,7.551,0
3,04/02/2011,45.95,2.99,215.8863367,7.551,0
3,11/02/2011,43.57,3.02,216.2660913,7.551,1
3,18/02/2011,61.58,3.05,216.5843571,7.551,0
3,25/02/2011,67.4,3.07,216.8780275,7.551,0
3,04/03/2011,65.11,3.29,217.1716979,7.551,0
3,11/03/2011,61.29,3.46,217.4653683,7.551,0
3,18/03/2011,69.47,3.49,217.7235226,7.551,0
3,25/03/2011,72.94,3.47,217.9674705,7.551,0
3,01/04/2011,68.76,3.52,218.2114184,7.574,0
3,08/04/2011,72.55,3.62,218.4553663,7.574,0
3,15/04/2011,75.88,3.74,218.6788642,7.574,0
3,22/04/2011,76.91,3.81,218.851237,7.574,0
3,29/04/2011,78.69,3.81,219.0236099,7.574,0
3,06/05/2011,69.45,3.91,219.1959827,7.574,0
3,13/05/2011,79.87,3.90,219.3683556,7.574,0
3,20/05/2011,75.79,3.91,219.127216,7.574,0
3,27/05/2011,84.41,3.79,218.8860765,7.574,0
3,03/06/2011,84.29,3.70,218.6449369,7.574,0
3,10/06/2011,84.84,3.65,218.4037974,7.574,0
3,17/06/2011,86.96,3.64,218.3551748,7.574,0
3,24/06/2011,84.94,3.59,218.45094,7.574,0
3,01/07/2011,85.1,3.52,218.5467052,7.567,0
3,08/07/2011,85.38,3.48,218.6424704,7.567,0
3,15/07/2011,87.14,3.58,218.7275216,7.567,0
3,22/07/2011,86.19,3.65,218.7857881,7.567,0
3,29/07/2011,88.07,3.68,218.8440545,7.567,0
3,05/08/2011,88.45,3.68,218.9023209,7.567,0
3,12/08/2011,88.88,3.64,218.9605873,7.567,0
3,19/08/2011,88.44,3.55,219.023271,7.567,0
3,26/08/2011,87.67,3.52,219.0866908,7.567,0
3,02/09/2011,89.12,3.53,219.1501106,7.567,0
3,09/09/2011,81.72,3.55,219.2135305,7.567,1
3,16/09/2011,83.63,3.53,219.3972867,7.567,0
3,23/09/2011,80.19,3.47,219.7414914,7.567,0
3,30/09/2011,82.58,3.36,220.085696,7.567,0
3,07/10/2011,75.54,3.29,220.4299007,7.197,0
3,14/10/2011,73.75,3.27,220.7486167,7.197,0
3,21/10/2011,69.03,3.35,220.9144005,7.197,0
3,28/10/2011,71.04,3.37,221.0801842,7.197,0
3,04/11/2011,59.31,3.33,221.245968,7.197,0
3,11/11/2011,61.7,3.30,221.4117517,7.197,0
3,18/11/2011,63.91,3.31,221.6432852,7.197,0
3,25/11/2011,68,3.24,221.9011185,7.197,1
3,02/12/2011,54.97,3.17,222.1589519,7.197,0
3,09/12/2011,49.26,3.16,222.4167852,7.197,0
3,16/12/2011,57.95,3.16,222.6426418,7.197,0
3,23/12/2011,53.41,3.11,222.8258628,7.197,0
3,30/12/2011,48.29,3.13,223.0090839,7.197,1
3,06/01/2012,52.42,3.16,223.1923049,6.833,0
3,13/01/2012,51.86,3.26,223.3755259,6.833,0
3,20/01/2012,56.2,3.27,223.4700552,6.833,0
3,27/01/2012,58.06,3.29,223.5645845,6.833,0
3,03/02/2012,59.33,3.36,223.6591137,6.833,0
3,10/02/2012,51.65,3.41,223.753643,6.833,1
3,17/02/2012,52.39,3.51,223.9170153,6.833,0
3,24/02/2012,60.12,3.56,224.1320199,6.833,0
3,02/03/2012,61.65,3.63,224.3470245,6.833,0
3,09/03/2012,60.71,3.67,224.5620291,6.833,0
3,16/03/2012,64,3.73,224.7166953,6.833,0
3,23/03/2012,66.53,3.79,224.7909104,6.833,0
3,30/03/2012,69.36,3.85,224.8651254,6.833,0
3,06/04/2012,73.01,3.89,224.9393405,6.664,0
3,13/04/2012,72.83,3.89,225.0135556,6.664,0
3,20/04/2012,72.05,3.88,225.0689541,6.664,0
3,27/04/2012,73.39,3.81,225.1243526,6.664,0
3,04/05/2012,79.51,3.75,225.1797511,6.664,0
3,11/05/2012,75.19,3.69,225.2351496,6.664,0
3,18/05/2012,72.38,3.63,225.2512024,6.664,0
3,25/05/2012,78.58,3.56,225.2515168,6.664,0
3,01/06/2012,81.55,3.50,225.2518313,6.664,0
3,08/06/2012,81.65,3.45,225.2521458,6.664,0
3,15/06/2012,84.66,3.39,225.2644795,6.664,0
3,22/06/2012,82.7,3.35,225.3068615,6.664,0
3,29/06/2012,86.42,3.29,225.3492435,6.664,0
3,06/07/2012,83.14,3.23,225.3916254,6.334,0
3,13/07/2012,82.28,3.26,225.4340074,6.334,0
3,20/07/2012,81.38,3.31,225.4438827,6.334,0
3,27/07/2012,84.94,3.41,225.4537579,6.334,0
3,03/08/2012,86.55,3.42,225.4636332,6.334,0
3,10/08/2012,85.85,3.49,225.4735085,6.334,0
3,17/08/2012,87.36,3.57,225.5558664,6.334,0
3,24/08/2012,83.01,3.62,225.6925864,6.334,0
3,31/08/2012,85.18,3.64,225.8293063,6.334,0
3,07/09/2012,84.99,3.73,225.9660263,6.334,1
