Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
3,40795,81.72,3.546,219.2135305,7.567,1
3,40802,83.63,3.526,219.3972867,7.567,0
3,40809,80.19,3.467,219.7414914,7.567,0
3,40816,82.58,3.355,220.085696,7.567,0
3,40823,75.54,3.285,220.4299007,7.197,0
3,40830,73.75,3.274,220.7486167,7.197,0
3,40837,69.03,3.353,220.9144005,7.197,0
3,40844,71.04,3.372,221.0801842,7.197,0
3,40851,59.31,3.332,221.245968,7.197,0
3,40858,61.7,3.297,221.4117517,7.197,0
3,40865,63.91,3.308,221.6432852,7.197,0
3,40872,68,3.236,221.9011185,7.197,1
3,40879,54.97,3.172,222.1589519,7.197,0
3,40886,49.26,3.158,222.4167852,7.197,0
3,40893,57.95,3.159,222.6426418,7.197,0
3,40900,53.41,3.112,222.8258628,7.197,0
3,40907,48.29,3.129,223.0090839,7.197,1
3,40914,52.42,3.157,223.1923049,6.833,0
3,40921,51.86,3.261,223.3755259,6.833,0
3,40928,56.2,3.268,223.4700552,6.833,0
3,40935,58.06,3.29,223.5645845,6.833,0
3,40942,59.33,3.36,223.6591137,6.833,0
3,40949,51.65,3.409,223.753643,6.833,1
3,40956,52.39,3.51,223.9170153,6.833,0
3,40963,60.12,3.555,224.1320199,6.833,0
3,40970,61.65,3.63,224.3470245,6.833,0
3,40977,60.71,3.669,224.5620291,6.833,0
3,40984,64,3.734,224.7166953,6.833,0
3,40991,66.53,3.787,224.7909104,6.833,0
3,40998,69.36,3.845,224.8651254,6.833,0
3,41005,73.01,3.891,224.9393405,6.664,0
3,41012,72.83,3.891,225.0135556,6.664,0
3,41019,72.05,3.877,225.0689541,6.664,0
3,41026,73.39,3.814,225.1243526,6.664,0
3,41033,79.51,3.749,225.1797511,6.664,0
3,41040,75.19,3.688,225.2351496,6.664,0
3,41047,72.38,3.63,225.2512024,6.664,0
3,41054,78.58,3.561,225.2515168,6.664,0
3,41061,81.55,3.501,225.2518313,6.664,0
3,41068,81.65,3.452,225.2521458,6.664,0
3,41075,84.66,3.393,225.2644795,6.664,0
3,41082,82.7,3.346,225.3068615,6.664,0
3,41089,86.42,3.286,225.3492435,6.664,0
3,41096,83.14,3.227,225.3916254,6.334,0
3,41103,82.28,3.256,225.4340074,6.334,0
3,41110,81.38,3.311,225.4438827,6.334,0
3,41117,84.94,3.407,225.4537579,6.334,0
3,41124,86.55,3.417,225.4636332,6.334,0
3,41131,85.85,3.494,225.4735085,6.334,0
3,41138,87.36,3.571,225.5558664,6.334,0
3,41145,83.01,3.62,225.6925864,6.334,0
3,41152,85.18,3.638,225.8293063,6.334,0
3,41159,84.99,3.73,225.9660263,6.334,1
3,41166,78.36,3.717,226.1122067,6.334,0
3,41173,72.78,3.721,226.3151496,6.334,0
3,41180,77.46,3.666,226.5180926,6.334,0
3,41187,72.74,3.617,226.7210356,6.034,0
3,41194,70.31,3.601,226.9239785,6.034,0
3,41201,73.44,3.594,226.9688442,6.034,0
3,41208,74.66,3.506,226.9873637,6.034,0
3,41215,61.61,3.386,227.0058832,6.034,0
3,41222,68.72,3.314,227.0244026,6.034,0
3,41229,61.1,3.252,227.0569237,6.034,0
3,41236,61.69,3.211,227.1081136,6.034,1
3,41243,57.5,3.207,227.1593035,6.034,0
3,41250,65.09,3.198,227.2104933,6.034,0
3,41257,54.72,3.168,227.2717348,6.034,0
3,41264,59.39,3.098,227.3932855,6.034,0
3,41271,51.76,3.108,227.5148363,6.034,1
3,41278,46.52,3.161,227.6363871,6.108,0
3,41285,49.83,3.243,227.7579379,6.108,0
3,41292,49.09,3.237,227.7893692,6.108,0
3,41299,57.85,3.227,227.7847527,6.108,0
3,41306,62.81,3.244,227.7801362,6.108,0
3,41313,62.77,3.417,227.7755197,6.108,1
3,41320,57.36,3.475,227.814,6.108,0
3,41327,59.96,3.597,227.9602222,6.108,0
3,41334,54.19,3.711,228.1064444,6.108,0
3,41341,57.25,3.658,228.2526667,6.108,0
3,41348,61.99,3.622,228.3819613,6.108,0
3,41355,70.38,3.611,228.4689369,6.108,0
3,41362,60.69,3.606,228.5559125,6.108,0
3,41369,65.89,3.583,228.6428882,5.999,0
3,41376,67.56,3.529,228.7298638,5.999,0
3,41383,71.69,3.451,228.7298638,5.999,0
3,41390,65.23,3.417,228.7298638,5.999,0
3,41397,69.73,3.386,NULL,NULL,0
3,41404,68.93,3.392,NULL,NULL,0
3,41411,75.33,3.454,NULL,NULL,0
3,41418,81.27,3.494,NULL,NULL,0
3,41425,78.99,3.466,NULL,NULL,0
3,41432,80.11,3.439,NULL,NULL,0
3,41439,78.61,3.431,NULL,NULL,0
3,41446,82.81,3.479,NULL,NULL,0
3,41453,85.14,3.495,NULL,NULL,0
3,41460,81.59,3.422,NULL,NULL,0
3,41467,84.86,3.4,NULL,NULL,0
3,41474,81.11,3.556,NULL,NULL,0
3,41481,85.53,3.62,NULL,NULL,0
4,40214,43.76,2.598,126.4420645,8.623,0
4,40221,28.84,2.573,126.4962581,8.623,1
4,40228,36.45,2.54,126.5262857,8.623,0
4,40235,41.36,2.59,126.5522857,8.623,0
4,40242,43.49,2.654,126.5782857,8.623,0
4,40249,49.63,2.704,126.6042857,8.623,0
4,40256,55.19,2.743,126.6066452,8.623,0
4,40263,39.91,2.752,126.6050645,8.623,0
4,40270,48.77,2.74,126.6034839,7.896,0
4,40277,54.16,2.773,126.6019032,7.896,0
4,40284,56.23,2.81,126.5621,7.896,0
4,40291,56.87,2.805,126.4713333,7.896,0
4,40298,53.04,2.787,126.3805667,7.896,0
4,40305,56.77,2.836,126.2898,7.896,0
4,40312,62.35,2.845,126.2085484,7.896,0
4,40319,67.4,2.82,126.1843871,7.896,0
